campaign_member_id,campaign_id,member_type,lead_id,contact_id,status,has_responded,created_at,updated_at
ayZ8A12OP0lE1NQoH6,jUdss4gvwqwxXygFrM,Lead,Z6P5Neo6kBJhB9kg9J,,Sent,False,2024-02-13 20:24:10,2024-03-06 20:24:10
gYy6QyDwfBahPgL0RG,0FgtMT4fNxIfPjBD0b,Lead,16y7HQMKMJvD1wtm1z,,Sent,False,2025-02-27 14:50:32,2025-03-19 14:50:32
b6x8ajAHnWgNTyhY6D,iMOxZq8iiMaOwnavyY,Lead,nKTkJOKi2vlujETS23,,Sent,False,2024-10-05 05:33:25,2024-10-29 05:33:25
xriBdAl7y49RUiZr1p,o6OHzuOTUFUBAjdHLD,Lead,7MBv31Iwb9aPrcO6om,,Sent,False,2025-04-28 22:03:02,2025-05-26 22:03:02
XLu0UccRirj4FpNcZH,ItcGN5MsMUe7PTLEnn,Lead,IGwfGTju8ovfDn7M0P,,Sent,False,2025-06-10 14:52:52,2025-06-11 14:52:52
0Tux6D59qam0Ap7zHx,0FgtMT4fNxIfPjBD0b,Contact,,Lp7IjFZktYpKexYuQI,Sent,False,2024-10-20 02:43:56,2024-10-26 02:43:56
HWn8tsxZrK84yuGRR4,GMJggabcDbR4YRJSLR,Contact,,y2U9z8XSehNWH8Q3WG,Bounced,False,2024-04-28 16:42:39,2024-05-25 16:42:39
zzVNafiuFJNMQ0UQL4,ytG4pJS3x02ix2KNtI,Lead,1IEJr6iPoAU32OeKLS,,Sent,False,2025-05-14 13:19:50,2025-05-17 13:19:50
2WHjn7SqS6v7NJIFk9,ItcGN5MsMUe7PTLEnn,Contact,,fiIcpxCytzZpKRkTUH,Sent,False,2025-01-08 07:46:52,2025-01-25 07:46:52
32x6v03zdW9fnyR6AN,aPrBTsuGMeCtPyTm4I,Contact,,heQ56sZ7Ukp4TNcWts,Sent,False,2024-06-13 16:19:49,2024-06-17 16:19:49
uOs7q4xH5hJHGcptJn,oB3zxU58ueiKdvtze2,Lead,UcRArMeOw3PqMxKhyb,,Sent,False,2025-03-31 21:56:01,2025-04-01 21:56:01
giLlF79SVv5RkPf6bz,c5crlPrKdfEbfNvv6b,Contact,,DPeuy2T8hnC8J8LMAD,Sent,False,2024-11-30 16:41:26,2024-12-29 16:41:26
UPeS5L3UCzBmr83Rvx,f6E6051k6nB1V1Ea2E,Lead,D8u3uR4zt95O6zAWLd,,Responded,True,2025-07-25 04:02:43,2025-08-24 04:02:43
KdRRwNEiswn0LJBYCv,Ora9xUxIe92MDny4AG,Contact,,G8VV6GuKNwJfMPOXI8,Sent,False,2024-07-31 17:59:59,2024-08-15 17:59:59
K3TOSzOUhfyUG0UhW6,V7RpTNnnv8A4nxV0dk,Lead,3sMObolNg4wDxlFL3Q,,Sent,False,2024-10-10 10:49:36,2024-10-16 10:49:36
LoPJXHDOh6201KjEcg,Bw50yfneGKl5ujG6f2,Lead,t8Ve3glKsF54GTmN10,,Sent,False,2025-03-28 08:48:21,2025-04-09 08:48:21
MlPfKWk6lR61jDPkGg,ItcGN5MsMUe7PTLEnn,Contact,,iwvIZdYcxwPeWxwS16,Unsubscribed,False,2025-05-21 09:28:34,2025-06-07 09:28:34
Sk44hz9vpJmuuCudQx,HMbpyMV6qEEdLLxYCY,Lead,WIL2PYfxYM9b1L2KdK,,Bounced,False,2025-05-02 16:17:34,2025-05-05 16:17:34
D1MhKHG07bggyUDTwv,mIHoxjTSWipIVRauzo,Lead,ZXk7vvfKpGFyGGHdKN,,Responded,True,2024-10-12 05:39:05,2024-10-15 05:39:05
py4hHASU7WwaJjg2Sm,wjEZFGcE2nq1hOeDKS,Contact,,OoJ8JtK5QzMBNuMNl1,Responded,True,2024-02-29 19:01:30,2024-03-20 19:01:30
NNxXebvPrXaRcwEILO,mUoK5i8xMFO0Y0eiWP,Contact,,50oIPPqJyyf3waryto,Sent,False,2024-08-12 16:47:22,2024-08-15 16:47:22
oM7ZvdiZXhz5caiKFN,QngaMszafovek4SXx6,Lead,pAAP6KYBCXw7DMAOJO,,Sent,False,2024-07-12 17:37:35,2024-08-11 17:37:35
L9NTiCFqEPVy2FhXmh,8tg65JpR4ZlykSTM98,Contact,,HTJehc3b49VyXLTadx,Unsubscribed,False,2024-04-08 04:33:26,2024-04-25 04:33:26
gmpUayPyObWZ7Vc7Es,T9Zrv8Ypz8oQiJaNY3,Lead,bMbhbId7K6UO6NyLHE,,Sent,False,2025-02-08 09:42:30,2025-02-16 09:42:30
IF4qetXCNPJR9xuRJE,c5crlPrKdfEbfNvv6b,Lead,35HW1lXRgoKRUHe9Bs,,Sent,False,2024-04-09 14:25:35,2024-04-22 14:25:35
v2ddMNrHBz89CnbYk7,ItcGN5MsMUe7PTLEnn,Lead,SxFx5XF9jRSHolzDrz,,Sent,False,2025-05-23 18:44:12,2025-05-27 18:44:12
dIWmJXBtGpBjOmIgXL,5LcvzlLBp9f9VplB1Z,Contact,,pWM8HYiIJoXBLHd9JJ,Responded,True,2025-10-15 07:58:42,2025-11-06 07:58:42
fbTbeHdXsUcGWZdlzS,oB3zxU58ueiKdvtze2,Lead,gHjmkOrs743lkR89OF,,Sent,False,2024-01-09 18:53:18,2024-01-16 18:53:18
xusyciP3PNyx0nCVuU,5LcvzlLBp9f9VplB1Z,Contact,,br3CVwmiUqeoEfaNqg,Responded,True,2024-01-15 06:08:50,2024-01-28 06:08:50
t6vBnP8qDQzfxsxUlm,ItcGN5MsMUe7PTLEnn,Lead,1XRWUeMOQSddMKJaDS,,Responded,True,2024-09-11 14:40:48,2024-09-22 14:40:48
EilNkgtfWJGW37BOIv,kgqVLVQ98jdJE5YwGx,Contact,,TniulkUYqerN05PsLt,Sent,False,2025-12-06 16:56:29,2025-12-26 16:56:29
Vdp1eNpDQifi7Dp5nG,c5crlPrKdfEbfNvv6b,Contact,,Bk8uscKALezxj0XA44,Sent,False,2024-12-09 21:03:39,2024-12-30 21:03:39
6Oeh19SE0Sts8IIyCF,EE9R6f7VZxXJICdlq1,Lead,iChQJEZAJfhjfoLLBr,,Sent,False,2025-06-03 14:55:25,2025-06-05 14:55:25
rWyLpP9QySipJFbDcc,iMOxZq8iiMaOwnavyY,Contact,,q91fGbvll52tf3XRdC,Sent,False,2025-06-16 16:09:50,2025-07-07 16:09:50
cRP6WtIpBF4NG09tXA,fbnldpuIX6CRgru0m8,Contact,,yUJEfxJiYwd4Rnflok,Sent,False,2025-10-17 06:02:20,2025-10-21 06:02:20
5rmqU8qP97vkuNjvty,A9jzzae12xCtxuXJ6B,Contact,,Fodm4crqYa3KuJ466c,Responded,True,2025-01-15 07:48:11,2025-01-16 07:48:11
iklGdwGLywIrZo1A80,5LcvzlLBp9f9VplB1Z,Lead,aIIh4OEdj39FR6D9Gu,,Sent,False,2025-08-07 14:45:53,2025-08-17 14:45:53
ogt1ZEy9UWlR6N84lv,8JvEJGzdaOgNfnvJtp,Contact,,Cx02FcnQ04yJJtoekB,Sent,False,2024-12-22 19:42:11,2025-01-03 19:42:11
WGrKO56MD7q3sBsxi2,6JGarktZnDwO9yqWqb,Lead,Pb514J4fuzG1CspGvD,,Sent,False,2024-03-07 08:33:04,2024-04-01 08:33:04
lS15MDketVooeiLkww,8tg65JpR4ZlykSTM98,Contact,,sfcSbSj2kuM7FeMl9k,Sent,False,2024-02-12 21:00:26,2024-03-09 21:00:26
8LG5nDavhHpvUezh2V,CkskBBGoCcwPeXILiC,Contact,,ufPgLdM6PkaLR4vg1P,Responded,True,2024-01-07 17:01:21,2024-01-31 17:01:21
eoDqSBu7gyeccH4tjy,Jbx3uJrFJY2I5iuXnA,Contact,,ZK5sA59U7s9uDo562J,Bounced,False,2025-05-06 12:30:05,2025-05-28 12:30:05
yRBR6umAS9bnT0aiYI,nZYJNQN8JcCyXmMHef,Lead,XIHvfuQKHuGwJD1iJC,,Sent,False,2024-08-03 00:35:29,2024-08-25 00:35:29
pTmxx8RcMmEm7CxYfc,xGUynvEYAako788xe8,Contact,,0FgAU9ugjLdlFRLQzN,Unsubscribed,False,2024-12-07 13:14:24,2025-01-03 13:14:24
5n0I2B729nXUq0JiOO,ROEK23iSCCfcTNYaea,Contact,,6pp0QPmutSCeq4LgM3,Bounced,False,2025-03-03 13:19:12,2025-03-04 13:19:12
0sElH2xwjQLFtue80u,A9jzzae12xCtxuXJ6B,Lead,MTIVFENXfV013hBT46,,Unsubscribed,False,2025-02-08 05:13:08,2025-02-09 05:13:08
RlhUwWXp58vfLF6B6c,CkskBBGoCcwPeXILiC,Lead,UlZZQdJOkhZBgFgSfC,,Sent,False,2025-08-15 17:08:04,2025-08-29 17:08:04
8ZVNbhx1rtZdxY3Hz3,QngaMszafovek4SXx6,Contact,,frIKz3tPWYpTbh6uIG,Unsubscribed,False,2025-10-30 15:55:40,2025-11-01 15:55:40
BLgp7mhO2BPGL7nDbf,1WtSrFE7EuGqZSxpS4,Lead,Ti8KfpmL7tfJ9BOCyF,,Bounced,False,2024-01-14 14:20:15,2024-01-29 14:20:15
dF8OGtQuoxQJPbEkSH,6pxCFklP2luDJR2Evw,Lead,sdEE8WhBmukY4URfki,,Unsubscribed,False,2024-11-04 15:55:06,2024-11-05 15:55:06
wRnIvvRfyy0r3lzREm,xxymgnZ3Kzu12XPqUV,Lead,yA8hsrlYYPM9jrqUiT,,Sent,False,2024-07-11 22:07:27,2024-07-18 22:07:27
DYNjHtt1xneHBkjTVd,o6OHzuOTUFUBAjdHLD,Contact,,IORjP9Iq7JJtPZoWvU,Sent,False,2024-12-16 15:33:23,2024-12-17 15:33:23
5APl1z1S9qzt3kobke,HMbpyMV6qEEdLLxYCY,Lead,WRvEPXDE8CXkW8MsQV,,Sent,False,2025-07-06 11:56:50,2025-07-20 11:56:50
rsxhZ8GBwFUFdgMo0F,Pjy99hz8hGr2Tx5BAc,Contact,,h6L08PRGXrUg5SDUwe,Sent,False,2024-12-25 03:01:02,2025-01-04 03:01:02
tlOm8kEO472X2c0aBD,c5crlPrKdfEbfNvv6b,Contact,,eYc2HWCaH6YX1z4K03,Sent,False,2025-11-07 05:45:22,2025-12-07 05:45:22
qibdhMk2VXwqTyaI3K,xxymgnZ3Kzu12XPqUV,Contact,,ScVfYiIuiHQBRHFqrE,Responded,True,2025-07-02 13:12:26,2025-07-06 13:12:26
3AitSNFfSG1i26pbAK,8tg65JpR4ZlykSTM98,Lead,jXGCz1W1rB3oH69O3g,,Bounced,False,2025-02-21 02:51:16,2025-02-22 02:51:16
UxCzqgAQNXQX6Iq85L,Pjy99hz8hGr2Tx5BAc,Lead,9E6edEC6TBwfBGyHWm,,Sent,False,2025-12-21 02:04:20,2025-12-24 02:04:20
vzKyjNBjka9kyPkzGT,xqeM3BKM0x8s5QhYug,Contact,,pQIkKI5ojEAb1Q28cv,Sent,False,2024-07-16 20:01:38,2024-08-10 20:01:38
geMU16sN992hui1m2l,Z3ZYUr576NAmJMiYB5,Lead,D5kGoJp7s2K8SiJ5jt,,Sent,False,2024-02-20 18:56:58,2024-03-14 18:56:58
DROZXeFR2L6Zt5yNBu,RGaIqiMZa6Tp5EvRun,Lead,roVEKSjVv8KVKt1PzZ,,Sent,False,2024-09-20 07:09:43,2024-09-28 07:09:43
qdqVy3cTO14ZSmWXQz,Pjy99hz8hGr2Tx5BAc,Lead,jYVhVIiHytMipJBad9,,Unsubscribed,False,2024-10-18 18:54:17,2024-11-06 18:54:17
zJSPecAnFpWeA0YAl1,oB3zxU58ueiKdvtze2,Contact,,NtMI6jFqtcWmBEmEoY,Sent,False,2024-01-31 10:43:52,2024-02-18 10:43:52
CuO7zAN3sySI603rLb,HMbpyMV6qEEdLLxYCY,Lead,ljRWmDIqqPP3rpexFA,,Unsubscribed,False,2025-06-04 04:17:30,2025-06-30 04:17:30
A0wg0CAg5bINaQ9kW2,jUdss4gvwqwxXygFrM,Contact,,EI8BdnSfTKdWfe3i4z,Bounced,False,2025-05-31 18:45:13,2025-06-08 18:45:13
fres69Bu7K4CMvM0Z1,ktHrBtPl8NBJVLRXyK,Lead,fL20YlLiwHPjTJpX4z,,Sent,False,2025-01-21 14:55:43,2025-02-10 14:55:43
p5ZnfAm9gbJU6LaIdv,qyGYgImqhWuBOaj93t,Lead,wJ3cTXDUBY7cCd9tfb,,Sent,False,2025-03-25 14:10:03,2025-04-22 14:10:03
1ZzCNFFS2ElY2Aoiu9,dSpJys0X6Bimtnf0Lx,Lead,wqstKybBw49XwV05Bg,,Responded,True,2024-12-20 01:49:50,2025-01-17 01:49:50
Leq5u08Big0hnDuQ69,xqeM3BKM0x8s5QhYug,Contact,,JrKA9m6U9nQYdRTYCQ,Sent,False,2025-11-14 21:29:40,2025-12-02 21:29:40
NInaKmLthxGbEyaTpf,1WtSrFE7EuGqZSxpS4,Lead,KnyEJygRxP4Y4MUEmE,,Unsubscribed,False,2025-08-17 22:39:26,2025-09-10 22:39:26
hYAS0Fz1HBAKmapSvl,Bw50yfneGKl5ujG6f2,Lead,hX6ezT1OgRUnYKuFhd,,Sent,False,2024-03-25 11:18:16,2024-04-19 11:18:16
eZoJXhH1eoyoS6fppJ,Bw50yfneGKl5ujG6f2,Contact,,GS2LFVenkEVFDy3IVG,Sent,False,2024-09-03 02:28:47,2024-10-03 02:28:47
VxJ2PFHGM6f58lxVHB,NKUp4BJED1d7EjzQf3,Lead,d0KETOjQNPt4ou2HHn,,Sent,False,2024-09-27 02:15:26,2024-10-22 02:15:26
w2a68QW638jLrimlwh,iMOxZq8iiMaOwnavyY,Lead,mdlvhRJBqjVd5YBtKj,,Sent,False,2025-01-24 18:33:24,2025-02-11 18:33:24
OZFHlL1KSDQH8u5uDn,kgqVLVQ98jdJE5YwGx,Contact,,azXwujdMHU28Q99yuD,Responded,True,2024-09-26 22:50:06,2024-10-25 22:50:06
Krp2erXFHTv5WsrdHX,mUoK5i8xMFO0Y0eiWP,Contact,,d1HwmsbDGPDtSVfQuB,Sent,False,2024-10-11 16:21:48,2024-10-13 16:21:48
OQOYYpvOtBH5we5HL1,4yTRF1BKXqIVxMZoBL,Contact,,zWA1VbIFkALU2ypTkC,Sent,False,2025-11-06 01:47:07,2025-12-03 01:47:07
ZM0sJJHAyCf70ozZxX,sskORbbLKzMtcQ5EhG,Lead,LpMmhVy28rmVnW5bVz,,Sent,False,2024-08-04 22:22:06,2024-08-13 22:22:06
XZwbV90TeQQeLQUdfJ,QngaMszafovek4SXx6,Contact,,VjvAns1hlJk7ZMqsGg,Sent,False,2024-12-07 17:36:46,2024-12-17 17:36:46
9n9qr6n9pi8raEj54J,xxymgnZ3Kzu12XPqUV,Lead,yYBsOWlD3PWOI9GF6q,,Sent,False,2024-01-26 08:43:03,2024-02-14 08:43:03
nGtIqC30MUMkVaYgpe,xGUynvEYAako788xe8,Lead,UlZZQdJOkhZBgFgSfC,,Sent,False,2025-02-19 13:26:03,2025-03-06 13:26:03
ASPmlm2jSFNyN5EDei,xxymgnZ3Kzu12XPqUV,Contact,,HlRNnDInzioZ5TSiOt,Sent,False,2025-11-05 15:45:33,2025-12-01 15:45:33
9ePJHqS5HMA3EJ0wrg,wjEZFGcE2nq1hOeDKS,Contact,,jhlqZS3ZROOGsQcEAP,Sent,False,2025-01-13 08:48:09,2025-01-23 08:48:09
TxSY2PWqrAmlAYG95U,fX3NRI0Xb2Wh2NENDK,Contact,,4PgshWh3RGOM5Pi7wc,Sent,False,2024-02-17 11:32:45,2024-03-15 11:32:45
10zkL5IMjd727Brqiu,Z3ZYUr576NAmJMiYB5,Contact,,UC4BM5Jg5KHcwSAqHf,Responded,True,2025-06-29 13:18:08,2025-07-14 13:18:08
fElgpetdvkl5E5g4cB,sXbdmggxiHGyKA10au,Lead,xv8Hx1jY9OFvPBNzqn,,Responded,True,2024-03-06 02:07:58,2024-03-15 02:07:58
ZknVUttcYmn3znZXrS,c5crlPrKdfEbfNvv6b,Lead,dSrlcGfoehTAwTVO6L,,Sent,False,2024-06-06 21:30:23,2024-06-17 21:30:23
6uKAkP49d5M8ViI4gJ,kgqVLVQ98jdJE5YwGx,Contact,,Oue20AjxNlimyDwH6d,Bounced,False,2024-12-25 23:14:10,2025-01-09 23:14:10
ThbNQOiHXXtRaWmQ2a,V7RpTNnnv8A4nxV0dk,Lead,fejbBt6c4M7CTgoCpd,,Sent,False,2024-02-29 17:45:38,2024-03-29 17:45:38
s9qKrFRMF1YSrem09I,A9jzzae12xCtxuXJ6B,Contact,,i3sp1FAKOxSmESTU4w,Sent,False,2025-01-03 13:49:03,2025-01-06 13:49:03
YiWXuil80UVhWJ12sk,0FgtMT4fNxIfPjBD0b,Contact,,HLNXV2pQ6eq4acf8Uc,Sent,False,2025-02-21 23:55:40,2025-03-02 23:55:40
nblCRTFqh2RMHriPvh,ItcGN5MsMUe7PTLEnn,Contact,,Dovq5GhUjhvefH9d5j,Sent,False,2024-07-03 09:24:32,2024-07-13 09:24:32
dA7PUumpcHg0nXmffU,ytG4pJS3x02ix2KNtI,Lead,Px8Vji8ML9AZrU4Awc,,Sent,False,2025-11-15 12:36:42,2025-11-16 12:36:42
7TrJy0PESdx8sUnZrl,HMbpyMV6qEEdLLxYCY,Contact,,ZtSGv1YcY7KCdF4eLp,Responded,True,2025-12-28 09:24:48,2025-12-31 00:00:00
iNhHUXe3EjF81ZsPwT,e2X0kqcomdUJnOY9f4,Lead,BZFz4cEnWIDIebWt0f,,Bounced,False,2025-12-25 04:34:15,2025-12-31 00:00:00
9mdVwELxcCHLV2jLCj,T9Zrv8Ypz8oQiJaNY3,Contact,,tUt1lgns9EatT5imDl,Sent,False,2024-03-23 00:59:12,2024-04-13 00:59:12
4MvUE8ZyFy8AfTSNOL,kgqVLVQ98jdJE5YwGx,Contact,,dzYcf1e5Tzg9AAq5Ew,Sent,False,2025-05-25 22:26:36,2025-06-15 22:26:36
llp54sCDo4kpFoNwJN,5XYwZX2HAJOb4T7dhV,Lead,AX7z8F6GtTDDyh9P6f,,Responded,True,2025-03-11 22:18:56,2025-04-06 22:18:56
2Gay37jIfZm1SAWJ4Q,h52xOZ3j51Tpe37GO5,Contact,,UsalA1xLf1jvtqneBp,Sent,False,2024-01-06 21:32:12,2024-01-15 21:32:12
FRtOGsAVhaPojgs7xW,xxymgnZ3Kzu12XPqUV,Lead,eTyKl0VxoOdZ8ZeVuW,,Unsubscribed,False,2025-05-28 20:51:27,2025-06-19 20:51:27
nBgazp146wXTnOcec6,e2X0kqcomdUJnOY9f4,Lead,ab0rAwBWauNHwhLKqX,,Sent,False,2024-08-15 13:09:37,2024-08-25 13:09:37
WJiJuZXRH82BTiWdzs,0FgtMT4fNxIfPjBD0b,Contact,,TP8gDz2FS9EOjvHDtr,Sent,False,2024-08-12 09:43:54,2024-09-07 09:43:54
jI45O1diNOrFS6YNpj,ytG4pJS3x02ix2KNtI,Lead,yAjcCWN7CHkZAAcT0V,,Unsubscribed,False,2024-02-07 13:23:24,2024-02-09 13:23:24
3Za6kvIE98pqnFcDDz,fX3NRI0Xb2Wh2NENDK,Contact,,hX1vNCrw3C9lnbF4YG,Sent,False,2025-04-24 20:49:08,2025-05-17 20:49:08
3Yhmg5roudP8dq0H3B,V7RpTNnnv8A4nxV0dk,Lead,E6UyjTf4FP9Pjb7KMs,,Bounced,False,2024-08-30 00:08:05,2024-09-22 00:08:05
Q2vCnslWuSYGweR7D6,EE9R6f7VZxXJICdlq1,Lead,sObrNx6rLveQQgetqM,,Unsubscribed,False,2024-12-08 14:21:26,2024-12-13 14:21:26
vAzfc2DwBFDFpr30ct,QngaMszafovek4SXx6,Contact,,r3uyGWyDUhsvRhkovE,Sent,False,2025-05-19 07:27:28,2025-05-22 07:27:28
fjR45FQYkv9xy5tsxd,iMOxZq8iiMaOwnavyY,Lead,REwYYIrbQ0epquwSoa,,Bounced,False,2024-03-24 09:06:52,2024-03-25 09:06:52
gq4oUZKlxRIXyFEfz7,T9Zrv8Ypz8oQiJaNY3,Lead,ODCsqLB2Om7FjWU3Xz,,Bounced,False,2024-02-27 03:23:52,2024-03-17 03:23:52
nCWJylkTcpqhs37CAY,V7RpTNnnv8A4nxV0dk,Lead,qow0V9dhzDDLrbH0Yd,,Sent,False,2025-02-19 12:39:43,2025-03-13 12:39:43
4zDYRrR8YwjO3ZVISv,zCPp3tVTQ8MZmUR1Zu,Contact,,cz59qCGISpQ97iweN0,Responded,True,2024-06-05 10:37:02,2024-06-30 10:37:02
6Y0oE2wxoCESic0GNp,CkskBBGoCcwPeXILiC,Lead,W26dBywWG6nOusrbr9,,Responded,True,2025-08-30 03:42:34,2025-09-02 03:42:34
hLaDXmIvx2nSgkCH72,1WtSrFE7EuGqZSxpS4,Lead,2ZzAM6ylHPO67mPowD,,Sent,False,2025-07-25 09:33:38,2025-08-17 09:33:38
Soi3DRfIBVGdTWc1Um,V7RpTNnnv8A4nxV0dk,Contact,,43FCz5g9gPV3muBCoN,Sent,False,2025-07-10 23:03:09,2025-08-08 23:03:09
W2049vbzJ5NQSXfkCR,4A8t9Jk0ll1RSJJOju,Contact,,rEx3uuaxsQ1La9uXrv,Responded,True,2025-10-11 11:18:20,2025-10-24 11:18:20
HjsCPv3gIGHT7oTWHC,IYUwL0AaY0SJA04csh,Lead,AMuHCR9buD1eZON636,,Sent,False,2024-08-08 16:42:55,2024-08-22 16:42:55
Plx267ujD92omeozLR,5XYwZX2HAJOb4T7dhV,Lead,PuFpPmQyU9JJG4Gg3o,,Unsubscribed,False,2025-10-26 04:52:07,2025-10-26 04:52:07
fOCd4X7Pmq1ivlmEbQ,nCA0jTIjHULJ4vO64d,Contact,,AnpKcZDrs1liRlLkcM,Sent,False,2024-01-09 00:11:40,2024-02-08 00:11:40
kjm9WfuusUbzA0bCRQ,ytG4pJS3x02ix2KNtI,Lead,G1xapAGoMBbUovmyYQ,,Sent,False,2024-03-12 02:49:01,2024-03-28 02:49:01
59MaMuIOV4eMYuZxS8,V7RpTNnnv8A4nxV0dk,Contact,,pI9OnwoVyY5E2P5GOT,Responded,True,2024-04-13 01:19:37,2024-04-15 01:19:37
pRfDKX5vOut6enNHOu,f6E6051k6nB1V1Ea2E,Lead,FOWpkXx6mA8OeSmqAF,,Sent,False,2025-10-10 15:55:54,2025-10-24 15:55:54
UHjuje2SR8vC7Com4p,6pxCFklP2luDJR2Evw,Lead,1sxuETupxQiJrkIfJX,,Sent,False,2025-12-02 04:17:59,2025-12-08 04:17:59
4b4hymXED3HSdSARJC,o6OHzuOTUFUBAjdHLD,Lead,RZzBtsnnMAT2TGeNLp,,Responded,True,2025-08-28 14:45:49,2025-09-04 14:45:49
21IMRLxOIXPl3pBGxd,fX3NRI0Xb2Wh2NENDK,Contact,,SLrlbjyFIIXqj9zzQd,Unsubscribed,False,2024-05-19 15:12:44,2024-06-03 15:12:44
2tODT1omMGmWMpwsMG,T9Zrv8Ypz8oQiJaNY3,Lead,ywy7pKz4QDuCaa61NE,,Responded,True,2025-06-13 21:48:25,2025-06-28 21:48:25
pRQsqF8lDRXyQm8Yy6,o6OHzuOTUFUBAjdHLD,Lead,w6iM1eWxwY0JUgpDCc,,Bounced,False,2024-05-12 00:17:03,2024-05-23 00:17:03
bZ6KjUOpoP5k4hH66d,c5crlPrKdfEbfNvv6b,Contact,,TvIyVCJENA0BL3hdGB,Sent,False,2024-02-01 11:52:48,2024-02-20 11:52:48
mTny925r9udKbCCCYu,mIHoxjTSWipIVRauzo,Lead,lGpFKx5Uf5CVcGF4g1,,Sent,False,2025-11-29 08:29:51,2025-12-28 08:29:51
lEyrwDoMvz4Kq5m44K,Bw50yfneGKl5ujG6f2,Lead,aMhc35xJ21j9vdDN5T,,Sent,False,2024-04-24 08:18:44,2024-05-07 08:18:44
EAyNPndctAPFsDJ9Jd,jUdss4gvwqwxXygFrM,Lead,ASDRDPyGU1KvyMX663,,Sent,False,2024-02-19 15:21:54,2024-02-20 15:21:54
VxMrbw95ZKtdx0Kh8h,ktHrBtPl8NBJVLRXyK,Contact,,PmZB9vHsipYd9JeSr0,Sent,False,2024-10-27 17:23:24,2024-11-04 17:23:24
5jOOrC5JuprRNERUVz,xGUynvEYAako788xe8,Lead,jzdjZd5i2AvmQWoDEU,,Sent,False,2024-09-27 17:56:00,2024-09-27 17:56:00
AI5ETXSSxdTwHm9mB3,Jbx3uJrFJY2I5iuXnA,Contact,,9OrI1aTV31ArrWnX2e,Sent,False,2024-06-10 21:43:20,2024-07-09 21:43:20
KsAibu39zUB9TK5FoN,8tg65JpR4ZlykSTM98,Lead,8hFzWtv25z6JTvCzJ5,,Sent,False,2025-08-06 08:08:29,2025-08-08 08:08:29
If4YDZE4f4PiqNJGAJ,Z3ZYUr576NAmJMiYB5,Lead,tkXEQaGn7QiOfX2do3,,Responded,True,2025-01-06 12:55:16,2025-01-17 12:55:16
tL934SHM6RODClzqPr,GMJggabcDbR4YRJSLR,Lead,jYVhVIiHytMipJBad9,,Sent,False,2024-11-18 08:52:29,2024-11-24 08:52:29
BTSKB1imAIomBUlsye,xxymgnZ3Kzu12XPqUV,Lead,DGw1s5vJ1cfc0vlahg,,Sent,False,2025-05-17 09:39:48,2025-06-11 09:39:48
yAgSSBklf8QeCdL3pF,5XYwZX2HAJOb4T7dhV,Contact,,cWjStwZ7z4K0AQ2f8n,Sent,False,2025-01-13 06:51:55,2025-01-22 06:51:55
Bg2zl6FRaidTGUOIGn,jUdss4gvwqwxXygFrM,Lead,aUpbtNndagoPpJHjMt,,Sent,False,2024-04-11 16:43:39,2024-04-11 16:43:39
JMO2ZGIYEKugFsuMdZ,T9Zrv8Ypz8oQiJaNY3,Lead,D0VSQCsAuHnLxdtcXE,,Bounced,False,2025-08-30 23:37:15,2025-09-07 23:37:15
qj08WkH80Q7zakhYoZ,Pjy99hz8hGr2Tx5BAc,Lead,ats0B6eupafODyJ6wa,,Responded,True,2024-10-25 04:32:27,2024-11-13 04:32:27
EBBZD3vMmRy1H7DJVT,iMOxZq8iiMaOwnavyY,Contact,,hoBjFezEQDCqyR0gHL,Sent,False,2024-12-03 07:53:46,2024-12-30 07:53:46
dX2oXJ2OfmyhFmLpT3,Jbx3uJrFJY2I5iuXnA,Lead,yZreCIhKgVXXEAsm4J,,Responded,True,2024-12-07 20:29:51,2024-12-23 20:29:51
rykHLXHJAOoHhKCaBK,kgqVLVQ98jdJE5YwGx,Lead,nUzHi9xLuIaKHElOv2,,Sent,False,2025-01-26 00:50:54,2025-01-30 00:50:54
dRM2HvrmOwamopWpe4,f6E6051k6nB1V1Ea2E,Contact,,ptBuy9fcFeXIOQjPZT,Sent,False,2025-07-14 04:34:42,2025-07-25 04:34:42
Y5zeHHFtVMa7olDP1H,qyGYgImqhWuBOaj93t,Contact,,qIxqfq6yjOV7QU5YZC,Sent,False,2025-09-09 07:42:35,2025-09-20 07:42:35
3Po8gjiE626ISH57v7,1WtSrFE7EuGqZSxpS4,Contact,,0T8LPpS4lxmokipm5f,Sent,False,2025-05-07 10:32:33,2025-05-12 10:32:33
5ArsqbOkele2u0OYbg,8tg65JpR4ZlykSTM98,Lead,hYno0tOtPcdYcSxBs0,,Sent,False,2025-09-24 03:08:47,2025-10-12 03:08:47
tG4BdNrNNHEG6Dq9jp,xGUynvEYAako788xe8,Contact,,BJlrK2qiNtsghsf8HA,Sent,False,2024-01-11 01:54:48,2024-02-04 01:54:48
GkuvVVNXocpl8ukuVs,4A8t9Jk0ll1RSJJOju,Lead,WC17mqjPGBnU0aOqUN,,Sent,False,2024-07-31 10:53:03,2024-08-12 10:53:03
2p4rk9oMXs6VEt8XFV,lvvh9tG4woS1U43qgF,Lead,VAHkKPXODJILtoqqdI,,Unsubscribed,False,2024-11-25 15:28:56,2024-11-27 15:28:56
